ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
593199101,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Hugo Schweke,2023-07-06,2023,7,6,637,Israel,IL-D,HaDarom,,"Celia's hide המסתור של סיליה",30.7903951,34.4713760,"",,Unspecified,"","",,,,,,,S143703836,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.90,10,,2626,3783
302718331,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,John Manger,2021-01-30,2021,1,30,1350,United States,US-MD-025,Maryland,Harford,Swan Harbor Farm Park,39.5224820,-76.1144400,"",,Unspecified,"","",,,,,,,S80147256,"",,,,Continuing bird.,Streptopelia decaocto,eucdov,Species,2051,,4.90,10,,2086,3129
154570991,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Neil Rucker,2019-04-28,2019,4,28,1400,United States,US-AZ-013,Arizona,Maricopa,Mesa Arizona,33.4445336,-111.8484967,"",,Unspecified,"","",,,,,,,S55538150,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.90,10,,,
492000011,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2019-12-28,2019,12,28,1520,India,IN-TS-MA,Telangana,Mahabubnagar,mehboobnagar,16.8326088,78.1363025,Adult – 1,,Unspecified,"","",,,,,,,S62742239,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,9,,1641,2458
237197191,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Holger Teichmann,2013-02-18,2013,2,18,1400,Spain,ES-CN-FVT,Canarias,Fuerteventura,Morro Jable--Mirador sobre el puerto,28.0493961,-14.3558368,"",,Unspecified,"","",,,,,,,S64970805,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,9,,2600,3900
322477061,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-08-03,2020,8,3,700,India,IN-GJ-KH,Gujarat,Kheda,Pariej Lake,22.5492832,72.6235127,Adult – 1,Foraging or Eating,Unspecified,"","",,,,,,,S72064299,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.82,11,"",2165,3467
331422101,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Iris Kilpatrick,2021-04-21,2021,4,21,1045,United States,US-AL-097,Alabama,Mobile,Dauphin Island--Bayou Heron Park,30.2509651,-88.1293885,"",,Unspecified,"","",,,,,,,S86060186,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.48,21,,1370,2149
200660291,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Mason Maron,2020-01-20,2020,1,20,1139,United States,US-ID-057,Idaho,Latah,University of Idaho Arboretum and Botanical Gardens,46.7213142,-117.0157350,"",,Unspecified,"","",,,,,,,S63602315,"",,,,Hiding under a tree,Streptopelia decaocto,eucdov,Species,2051,,4.16,55,,3234,4527
486224351,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Grigory Heaton,2022-09-11,2022,9,11,938,United States,US-CA-025,California,Imperial,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,33.1774666,-115.6150961,Adult – 1,,Unspecified,"","",,,,,,,S118542366,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.69,13,,2445,3668
364516191,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jim Merritt,2021-08-27,2021,8,27,644,United States,US-CO-041,Colorado,El Paso,Red Rock Canyon Open Space,38.8473432,-104.8811263,"",,Unspecified,"","",,,,,,,S93795998,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.56,18,,3141,4741
421309911,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Michael Erb,2022-02-27,2022,2,27,1200,United States,US-AZ-013,Arizona,Maricopa,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,"",,Unspecified,"","",,,,,,,S104004345,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.41,22,,1927,2890
399956041,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ethan Denton,2021-12-25,2021,12,25,1414,Canada,CA-AB-SI,Alberta,Calgary,Blackie (hamlet),50.6050004,-113.6230201,"",,Unspecified,"","",,,,,,,S99422975,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.62,13,,2067,3100
223410251,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Steve Wickliffe,2020-04-13,2020,4,13,903,United States,US-MT-023,Montana,Deer Lodge,Opportunity Area,46.1072476,-112.8309201,"",,Unspecified,"","",,,,,,,S67153560,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.73,11,,3867,3014
535222191,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Braxton Landsman,2023-02-12,2023,2,12,853,United States,US-CA-025,California,Imperial,Rockwood Park,32.6702636,-115.4924128,"",,Unspecified,"","",,,,,,,S128298783,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.53,15,,2441,3660
126366851,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Marina Gorbunova,2018-11-10,2018,11,10,1356,Ukraine,UA-43,Respublika Krym,,Alushta,44.6507237,34.4024410,Adult,,Unspecified,"","",,,,,,,S50390163,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.89,9,,3063,4624
368410501,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Pablo Pozo 🦅,2021-08-17,2021,8,17,0,Spain,ES-MD,"Madrid, Comunidad de",,faunia,40.3920578,-3.6124420,"",,Unspecified,"","",,,,,,,S93393249,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.23,35,,3180,4620
552230411,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ergün Cengiz,2023-04-01,2023,4,1,1307,Türkiye,TR-77,Yalova,,Hersek Lagünü,40.7169397,29.5160379,"",,Unspecified,"","",,,,,,,S132377808,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,8,,1000,1500
511195371,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Radek Papranec,2022-12-08,2022,12,8,1404,Czech Republic,CZ-PR,Hlavní město Praha,,PP Královská obora (Stromovka),50.1072331,14.4190038,"",,Unspecified,"","",,,,,,,S123630197,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,8,,2250,3000
337455841,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Darren Clark,2021-04-24,2021,4,24,915,United States,US-UT-035,Utah,Salt Lake,Glenmoor GC,40.5766896,-111.9990277,"",,Unspecified,"","",,,,,,,S86237561,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,8,,3314,4971
312234991,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2021-02-15,2021,2,15,859,India,IN-GJ-AH,Gujarat,Ahmedabad,"Sanand - Nalsarovar Road, Goraj, Gujarat, IN (22.96, 72.321)",22.9601142,72.3205410,Adult – 1,,Unspecified,"","",,,,,,,S81518919,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,8,,2284,3412
442199821,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ryan Justice,2022-04-28,2022,4,28,1602,United States,US-FL-099,Florida,Palm Beach,Wakodahatchee Wetlands,26.4781984,-80.1447380,"",,Unspecified,"","",,,,,,,S108318328,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.47,17,,3239,5344
504446811,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Matt Mason,2022-11-08,2022,11,8,1350,United States,US-TX-061,Texas,Cameron,South Padre Is.--Birding and Nature Center,26.1374628,-97.1739367,"",,Unspecified,"","",,,,,,,S122107843,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.44,18,,2879,4320
423542121,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Isaiah Rowe,2022-03-08,2022,3,8,1511,Czech Republic,CZ-KR,Královéhradecký kraj,,Dvůr Králové--ZOO Safari,50.4334906,15.7835028,"",,Unspecified,"","",,,,,,,S104479621,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.70,10,,1365,2048
500186921,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Eduardo Gracia fuster,2022-11-01,2022,11,1,1601,Spain,ES-AR-HS,Aragón,Huesca,"Vía sin nombre, Lalueza, Aragón, ES (41,877, -0,203)",41.8771620,-0.2027867,"",,Unspecified,"","",,,,,,,S121678083,"",,,,"Posiblemente +,alimentandose en rastrojo de maiz picado",Streptopelia decaocto,eucdov,Species,2051,,4.58,12,,2848,4272
116829931,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ramesh Desai,2018-09-30,2018,9,30,1703,India,IN-KA-BJ,Karnataka,Vijayapura,Sri Nagalingeshwara Waterbody ಶ್ರೀ ನಾಗಲಿಂಗೇಶ್ವರ ಹೊಂಡ,16.8489441,75.7194009,Adult,,Unspecified,"","",,,,,,,S48834200,"",,,,Clicked in front of my residence.,Streptopelia decaocto,eucdov,Species,2051,,4.13,38,,3472,4861
302160261,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Robert Bochenek,2016-11-06,2016,11,6,1442,United States,US-TX-061,Texas,Cameron,Harlingen City Lake (LTC 025),26.1970304,-97.6910131,"",,Unspecified,"","",,,,,,,S32405283,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.78,9,,1071,1426
175753091,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jorge Eduardo Ruano,2018-12-10,2018,12,10,1227,Belize,BZ-OW,Orange Walk,,"Shipyard Road Orange Walk District, BZ (17.79, -88.689)",17.7901368,-88.6885462,"",,Unspecified,"","",,,,,,,S50576622,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.01,74,,3648,5472
402639231,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Long-eared Owl,2021-12-06,2021,12,6,1135,United States,US-CA-079,California,San Luis Obispo,Pecan street,35.1121975,-120.5960095,"",,Unspecified,"","",,,,,,,S98564715,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.88,8,,929,1239
322477291,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-08-03,2020,8,3,700,India,IN-GJ-KH,Gujarat,Kheda,Pariej Lake,22.5492832,72.6235127,Adult – 1,Foraging or Eating,Unspecified,"","",,,,,,,S72064299,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.70,10,"",2059,3150
136951831,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2019-01-20,2019,1,20,800,India,IN-GJ-GA,Gujarat,Gandhinagar,Rancharda Lake,23.0750139,72.4390304,Adult,,Unspecified,"","",,,,,,,S51859439,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.58,12,,,
615152917,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Matt Mason,2024-02-21,2024,2,21,1555,Puerto Rico,PR-RC,Rincón,,Faro de Rincón,18.3620000,-67.2708000,"",,Unspecified,"","",,,,,,,S162494751,"",,,Leucistic individual,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,4618,6720
611347329,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Albin Jacob,2023-11-20,2023,11,20,630,India,IN-KA-BN,Karnataka,Bengaluru Urban,Nelaguli Kere,12.7781069,77.4921712,"",,Unspecified,"","",,,,,,,S154827287,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,1760,2876
575735711,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jamie Simmons,2023-05-13,2023,5,13,1201,United States,US-OR-003,Oregon,Benton,"Yard, NW Terracegreen, Corvallis",44.5904710,-123.2682002,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S137491209,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,"",2627,3086
460349451,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Paul Fenwick,2022-06-17,2022,6,17,1856,United States,US-CA-053,California,Monterey,US-CA-Carmel Valley Village-336 El Caminito Rd,36.4884780,-121.7212130,Adult – 1,,Unspecified,"","",,,,,,,S113158545,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,4500,7500
458949971,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Long-eared Owl,2022-06-05,2022,6,5,0,United States,US-CA-079,California,San Luis Obispo,Pecan street,35.1121975,-120.5960095,"",,Unspecified,"","",,,,,,,S112815511,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,929,1239
317779221,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Rui Pereira | Portugal Birding,2021-03-18,2021,3,18,1645,Portugal,PT-11-LI,Lisboa,Lisboa,Parque Urbano dos Moinhos de Santana,38.7096952,-9.2060548,"",,Unspecified,"","",,,,,,,S83634744,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,2173,3102
197012981,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Amanda Damin,2019-12-21,2019,12,21,930,United States,US-CA-037,California,Los Angeles,Santa Catalina Island--Avalon area,33.3424927,-118.3267611,"","",Unspecified,"","",,,,,,,S62974461,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,Habitat,1366,2048
168380121,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,James Moodie,2019-07-10,2019,7,10,557,United States,US-CA-073,California,San Diego,Santee Lakes,32.8570948,-117.0071411,Adult,,Unspecified,"","",,,,,,,S58072132,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,2104,3157
49397561,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Alex Lamoreaux,2017-01-01,2017,1,1,814,United States,US-FL-127,Florida,Volusia,Lighthouse Point Park & Jetty,29.0770000,-80.9211000,Adult – 1,,Unspecified,"","",,,,,,,S33336112,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,7,,2304,3456
62183731,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Pat Goltz,2014-04-03,2014,4,3,1520,United States,US-AZ-003,Arizona,Cochise,"Battiste's Bird Garden",31.4204234,-110.2475023,"",,Unspecified,"","",,,,,,,S17764241,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.84,129,,533,800
112780391,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2018-08-28,2018,8,28,1430,India,IN-GJ-AH,Gujarat,Ahmedabad,Chittvan Society,23.0252378,72.4687520,Adult,,Unspecified,"","",,,,,,,S48149420,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.47,15,,2546,3412
255900351,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-08-15,2020,8,15,1512,India,IN-GJ-GA,Gujarat,Gandhinagar,Rancharda Lake,23.0750139,72.4390304,Adult – 1,"",Unspecified,"","",,,,,,,S72422141,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.64,11,Habitat,2452,3711
121758081,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2018-10-13,2018,10,13,845,India,IN-RJ-BI,Rajasthan,Bikaner,"Bikaner, IN (28.028, 73.318)",28.0279042,73.3176721,Adult,,Unspecified,"","",,,,,,,S49153635,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.64,11,,3289,4341
286603361,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Rubén López Baena,2020-12-08,2020,12,8,1530,Spain,ES-AN-GD,Andalucía,Granada,Granada--Parque Federico García Lorca,37.1700270,-3.6092720,"",,Unspecified,"","",,,,,,,S77273645,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.38,16,,3648,5472
297219031,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Michel Laquerre,2021-01-12,2021,1,12,1450,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,"poste d'observation Tourterelle turque, Ste-Marthe (2021)",45.4023006,-74.2979698,Adult – 1,Flying,Unspecified,"","",,,,,,,S79147215,"",,,,Présence connue.,Streptopelia decaocto,eucdov,Species,2051,,4.75,8,"",2816,2816
215206781,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Darren Clark,2020-03-02,2020,3,2,818,United States,US-TX-427,Texas,Starr,"Salineño Wildlife Preserve--DeWind's Yard",26.5146160,-99.1155021,"",,Unspecified,"","",,,,,,,S65364296,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.75,8,,3037,4555
358541401,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Antonio Espin Fernandez,2021-08-01,2021,8,1,853,Spain,ES-VC-VN,"Valenciana, Comunidad",Valencia,Marjal dels Moros -- Área general,39.6209621,-0.2569342,"",,Unspecified,"","",,,,,,,S92611777,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.31,16,,1580,2370
310200641,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Don Brode,2021-02-21,2021,2,21,1505,United States,US-TX-453,Texas,Travis,Central Market South,30.2312956,-97.7973533,"",,Unspecified,"","",,,,,,,S82109888,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.31,16,,3648,5472
136811871,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Aquiles Brinco,2019-01-23,2019,1,23,706,Mexico,MX-OAX-024,Oaxaca,Tlacolula,Santa María Zoquitlán,16.5596350,-96.3537920,Adult,,Unspecified,"","",,,,,,,S51975286,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.03,39,,,
587424121,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ravi Jesudas,2023-06-23,2023,6,23,645,India,IN-TN-CO,Tamil Nadu,Coimbatore,Chinna Vedampatti Lake (சின்னவேடம்பட்டி ஏரி),11.0694735,76.9747746,"",Flying,Unspecified,"","",,,,,,,S142417590,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.86,7,"",1251,1877
491193471,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jesus Abad,2022-09-19,2022,9,19,1620,Spain,ES-RI,La Rioja,,Logroño--La Grajera,42.4448047,-2.5037241,"",,Unspecified,"","",,,,,,,S119446943,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.86,7,,3548,4731
366830111,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Long-eared Owl,2021-08-28,2021,8,28,839,United States,US-CA-079,California,San Luis Obispo,San Simeon SP,35.5968718,-121.1235286,"",,Unspecified,"","",,,,,,,S93846807,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.50,10,,,
260596191,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-09-06,2020,9,6,742,India,IN-GJ-GA,Gujarat,Gandhinagar,Rancharda Lake,23.0750139,72.4390304,Adult – 1,"",Unspecified,"","",,,,,,,S73241985,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.60,10,Habitat,2340,3555
260595401,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-09-06,2020,9,6,742,India,IN-GJ-GA,Gujarat,Gandhinagar,Rancharda Lake,23.0750139,72.4390304,Adult – 1,"",Unspecified,"","",,,,,,,S73241985,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.60,10,Habitat,2877,4391
255900161,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Bhaarat Vyas,2020-08-15,2020,8,15,1512,India,IN-GJ-GA,Gujarat,Gandhinagar,Rancharda Lake,23.0750139,72.4390304,Adult – 1,,Unspecified,"","",,,,,,,S72422141,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.60,10,,2790,4565
610663125,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Nathan Wall,2023-10-28,2023,10,28,831,Canada,CA-BC-AC,British Columbia,Alberni-Clayoquot,"Tofino--Chesterman's Beach",49.1129841,-125.8927202,Immature – 1,,Unspecified,"","",,,,,,,S153259645,"",,,,Photos:,Streptopelia decaocto,eucdov,Species,2051,,5.00,6,,3655,5483
610663121,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Nathan Wall,2023-10-28,2023,10,28,831,Canada,CA-BC-AC,British Columbia,Alberni-Clayoquot,"Tofino--Chesterman's Beach",49.1129841,-125.8927202,Immature – 1,,Unspecified,"","",,,,,,,S153259645,"",,,,Photos:,Streptopelia decaocto,eucdov,Species,2051,,5.00,6,,3503,5254
610663119,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Nathan Wall,2023-10-28,2023,10,28,831,Canada,CA-BC-AC,British Columbia,Alberni-Clayoquot,"Tofino--Chesterman's Beach",49.1129841,-125.8927202,Immature – 1,,Unspecified,"","",,,,,,,S153259645,"",,,,Photos:,Streptopelia decaocto,eucdov,Species,2051,,5.00,6,,3873,5810
564864891,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ronan Pangie,2023-04-28,2023,4,28,1035,United States,US-GA-127,Georgia,Glynn,Saint Simons Island--Pier,31.1341963,-81.3967073,"",,Unspecified,"","",,,,,,,S135324708,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,5.00,6,,3387,4203
